,CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,prediction
7590,619,0,42,8,132796.04,3,1,1,191821.35,0.81601435
500,555,1,32,4,0.0,2,1,1,54405.79,0.029658247
9155,579,0,39,2,151963.26,2,1,0,158948.63,0.19209273
9414,544,0,53,9,0.0,1,1,0,125692.07,0.911274
3095,792,1,19,7,143390.51,1,1,0,33282.84,0.30052006
4631,659,0,30,8,154159.51,1,1,0,40441.1,0.12823002
367,460,0,35,8,102742.91,2,1,1,189339.6,0.12422076
4058,557,1,39,8,146200.01,1,1,0,177944.64,0.36612758
8174,564,1,31,0,125175.58,1,1,1,72757.33,0.069066145
4630,489,1,38,2,126444.08,2,1,1,82662.73,0.063852124
6070,629,1,35,4,174588.8,2,0,1,158420.14,0.20530233
2664,586,1,29,3,0.0,2,1,1,142238.54,0.029754795
1026,628,1,33,6,0.0,2,0,0,184230.23,0.029754795
5908,749,0,46,9,66582.81,1,1,0,78753.12,0.620554
5050,703,1,32,1,125685.79,1,1,1,56246.72,0.046085265
6328,790,0,41,7,109508.68,1,0,0,86776.38,0.17308831
9733,733,1,64,3,0.0,2,1,1,75272.63,0.041143812
1691,591,1,31,8,0.0,1,1,1,141677.33,0.2510323
673,640,0,32,6,118879.35,2,1,1,19131.71,0.04857684
5572,565,1,34,6,0.0,1,1,1,63173.64,0.087377325
5766,556,1,40,5,125909.85,1,1,1,95124.4,0.118902765
5156,555,1,33,5,127343.4,1,0,1,121789.3,0.15668847
733,738,1,43,9,121152.05,2,1,0,64166.7,0.16569747
3526,799,0,30,9,0.0,2,1,0,136827.96,0.02912727
568,737,1,31,5,121192.22,2,1,1,74890.58,0.03322128
9187,601,1,38,4,60013.81,1,1,1,38020.05,0.21033724
2922,685,1,34,6,83264.28,1,0,0,9663.28,0.12987237
7911,558,1,26,1,148853.29,2,1,1,24411.02,0.085042395
1558,571,0,35,1,104783.81,2,0,1,178512.52,0.048774328
101,623,0,44,6,0.0,2,0,0,167162.43,0.62445134
3007,602,1,33,5,164704.38,1,0,1,180716.1,0.037372276
7201,689,0,30,5,136650.89,1,1,1,41865.72,0.11882048
303,712,0,33,6,0.0,2,1,1,190686.16,0.02912727
76,664,1,55,8,0.0,2,1,1,139161.64,0.036606748
6754,627,0,28,3,157597.61,1,0,1,34097.22,0.071096465
8629,651,1,23,4,115636.05,2,1,0,70400.86,0.04109988
1208,697,0,47,6,128252.66,1,1,1,168053.4,0.25845543
7742,579,1,22,3,118680.57,1,1,1,49829.8,0.08320303
8214,836,0,32,4,109196.67,2,1,0,55218.02,0.28849658
8944,551,1,49,1,150777.72,2,1,1,135757.27,0.46124664
8413,749,1,36,7,0.0,2,0,0,80134.65,0.030495208
1775,549,0,38,8,107283.4,1,0,0,157442.75,0.23458582
3473,682,0,42,0,0.0,1,0,1,91981.85,0.3814603
483,486,1,37,9,115217.99,2,1,0,144995.33,0.30266678
2189,480,1,35,2,165692.91,1,1,1,197984.58,0.10097768
346,630,0,34,9,106937.05,2,1,0,138275.01,0.05224456
5481,577,0,44,1,152086.15,1,0,1,44719.5,0.26916385
8361,690,0,35,9,107944.33,2,0,0,48478.47,0.07671796
1472,726,0,26,1,80780.16,1,1,1,19225.85,0.048168093
5100,572,0,26,5,0.0,2,1,0,119381.41,0.02912727
6765,461,0,40,7,0.0,2,1,0,176547.8,0.08183652
8706,850,0,55,7,0.0,1,0,0,171762.87,0.91301805
4929,561,1,34,1,78829.53,1,1,1,12148.2,0.057838213
6329,727,1,34,2,146407.11,1,1,1,72073.72,0.039388098
2609,682,0,46,2,0.0,1,1,1,114442.66,0.35854104
3,699,0,39,1,0.0,2,0,0,93826.63,0.07176447
2213,498,0,41,4,87541.06,2,1,1,12577.21,0.0949306
4827,636,1,52,4,111284.53,1,0,1,32936.44,0.7856759
856,567,0,49,5,134956.02,1,1,0,93953.84,0.38657594
6977,587,1,42,5,120233.83,1,1,0,194890.33,0.25857776
5885,602,0,29,3,88814.4,2,1,1,62487.97,0.033257853
624,477,0,48,2,129120.64,1,0,1,26475.79,0.5450621
290,703,1,42,9,63227.0,1,0,1,137316.32,0.18983845
2018,691,1,27,3,160358.68,2,1,0,142367.72,0.035529427
668,695,1,46,3,122549.64,1,1,1,56297.85,0.41976696
8921,472,0,37,1,0.0,2,1,1,48357.9,0.0386631
8264,742,1,33,6,0.0,2,0,0,38550.4,0.030059807
9696,550,1,32,8,97514.07,1,1,1,199138.84,0.06242745
1631,350,1,54,1,152677.48,1,1,1,191973.49,0.3187329
5170,814,0,31,4,0.0,2,1,1,142029.17,0.02912727
7205,683,0,29,9,0.0,2,1,1,48849.89,0.034110352
2522,558,1,35,1,0.0,2,0,0,111687.57,0.029754795
2215,493,1,36,9,0.0,2,1,1,65816.53,0.030088011
6968,510,0,50,7,123936.54,1,1,1,23768.01,0.6962585
6496,595,0,44,4,96553.52,2,1,0,143952.24,0.31703418
6213,590,1,36,6,92340.69,2,1,1,174667.58,0.03416403
7032,615,1,41,4,0.0,1,0,1,149278.96,0.43324557
7420,753,0,38,9,151766.71,1,1,1,180829.99,0.15860176
1107,420,0,34,1,135549.9,1,0,0,149471.13,0.17083481
450,494,0,38,7,174937.64,1,1,0,40084.32,0.12383242
6289,633,1,63,4,114552.6,1,1,0,73856.28,0.91376525
9966,479,1,35,4,125920.98,1,1,1,20393.44,0.48895353
135,589,0,50,5,144895.05,2,1,1,34941.23,0.22781847
1785,713,1,40,3,114446.84,2,1,1,87308.18,0.3151667
3404,573,0,23,2,0.0,1,1,0,122964.18,0.22042042
2906,802,1,41,6,0.0,2,1,0,47322.05,0.05081873
8304,675,1,69,1,0.0,2,1,0,157097.09,0.4817799
7492,682,1,28,10,200724.96,1,0,1,82872.64,0.12080458
6100,796,1,30,2,137262.71,2,1,0,62905.29,0.06610707
4504,761,1,37,7,132730.17,1,1,0,199293.01,0.14596951
5053,636,0,28,2,115265.14,1,0,0,191627.85,0.19346339
5205,756,1,28,8,179960.2,1,1,0,89938.08,0.27642342
4080,808,0,37,2,100431.84,1,1,0,35140.49,0.26823133
6918,597,1,24,0,108058.07,2,1,1,187826.11,0.05615907
6802,662,1,32,9,0.0,2,0,0,65089.38,0.0338625
5206,493,1,38,3,134006.77,1,1,0,89578.32,0.11851699
532,729,1,32,6,93694.42,1,1,1,79919.13,0.03533108
4830,660,1,30,4,0.0,2,1,0,129149.06,0.029754795
4038,469,0,31,6,0.0,1,1,0,146213.75,0.11816291
4084,693,0,39,4,0.0,2,0,1,142331.39,0.040286966
3204,547,1,50,3,81290.02,3,0,1,177747.03,0.9616392
7110,679,0,28,9,0.0,2,0,1,61761.77,0.029426044
330,656,1,50,7,0.0,2,0,1,72143.44,0.034031928
4957,752,1,39,3,0.0,1,1,0,188187.05,0.55108994
3033,787,0,85,10,0.0,2,1,1,116537.96,0.034207962
7684,615,1,41,1,126773.43,1,1,1,55551.26,0.16273206
1597,771,1,32,5,62321.62,1,1,1,40920.59,0.03962413
9919,688,1,26,0,0.0,2,1,0,105784.85,0.052407727
3597,796,0,40,1,99745.95,1,1,0,177524.19,0.17068386
9038,803,0,50,8,98173.02,1,0,0,22457.25,0.6687194
8001,707,1,32,9,0.0,2,1,0,126475.79,0.029754795
590,713,0,38,7,144606.22,1,1,1,56594.36,0.07645516
647,578,1,38,7,82259.29,1,1,0,8996.97,0.279178
9102,445,0,61,2,137655.31,1,0,1,29909.84,0.29788262
8015,638,0,26,1,105249.76,2,1,1,23491.09,0.04441995
3771,477,1,34,8,139959.55,2,1,1,189875.83,0.0450341
9039,545,0,44,1,0.0,2,1,1,82614.89,0.04683131
5082,724,0,41,4,142880.28,3,0,0,185541.2,0.94238394
7882,850,0,45,1,121874.89,1,0,0,6865.41,0.3901924
9362,684,1,35,3,137179.39,1,1,1,37264.11,0.11179147
4210,437,1,28,2,109161.25,1,1,0,152987.42,0.05189434
8834,657,1,34,3,107136.6,1,1,0,153895.46,0.06014846
8699,841,1,32,2,117070.21,1,1,0,113482.2,0.082132146
1795,683,0,35,5,95698.79,1,0,1,182566.76,0.22829325
2586,691,1,50,6,136953.47,1,1,1,2704.98,0.5432964
8355,504,1,44,4,113522.64,1,1,1,12405.2,0.37492064
2316,649,0,50,5,155393.32,1,1,1,87351.42,0.5404268
4185,675,1,35,8,0.0,2,1,0,29062.25,0.030059807
8827,638,1,41,7,0.0,2,1,0,43889.41,0.0426762
7072,686,1,37,9,134560.62,1,1,0,27596.39,0.22053473
5234,678,0,41,1,143443.61,1,1,0,196622.28,0.4155672
8743,450,1,25,9,74237.2,2,0,1,195463.35,0.13026464
8670,705,0,55,8,0.0,2,1,1,14392.68,0.05479579
4768,599,0,31,3,0.0,1,1,1,130086.47,0.30758017
9972,758,1,26,4,155739.76,1,1,0,171552.02,0.07035599
7144,554,0,55,0,108477.27,1,0,1,140003.0,0.58708334
2913,787,0,40,6,0.0,2,1,1,84151.98,0.036627464
9871,633,0,34,3,123034.43,2,1,1,38315.04,0.04857684
9893,764,0,40,9,100480.53,1,1,0,124095.69,0.3571098
2075,710,1,45,9,108231.37,1,1,1,188574.08,0.2808584
4302,544,1,44,2,108895.93,1,0,0,69228.2,0.41965324
5822,624,1,35,2,0.0,2,1,0,87310.59,0.0338625
2149,836,1,57,4,101247.06,1,1,0,37141.62,0.8901618
144,691,0,31,5,40915.55,1,1,0,126213.84,0.78010124
4963,515,1,40,0,109542.29,1,1,1,166370.81,0.115470186
8159,461,0,25,6,0.0,2,1,1,15306.29,0.046735153
9030,577,1,51,2,108867.0,1,0,0,140800.66,0.9011987
4775,526,1,35,5,0.0,2,1,1,105618.14,0.030971045
8933,631,1,32,10,0.0,2,0,1,196342.66,0.037082423
7749,785,0,38,1,0.0,1,1,0,134964.85,0.3220632
9828,576,1,39,1,0.0,2,1,1,68814.23,0.029642263
9214,629,0,39,10,0.0,2,1,1,43174.49,0.11863129
6060,754,1,39,7,157691.98,2,1,0,133600.89,0.06423706
9475,616,1,46,2,0.0,2,1,0,137136.46,0.07610666
6409,683,0,33,9,0.0,2,1,1,38784.42,0.034110352
3317,779,1,71,3,0.0,2,1,1,146895.36,0.034772776
7464,768,1,37,9,108308.11,1,1,0,41788.25,0.13219559
3061,584,1,33,3,88311.48,2,1,1,177651.38,0.051040225
1355,734,1,39,6,0.0,1,1,1,95135.27,0.0601192
4514,669,0,38,8,0.0,2,1,0,84049.16,0.06353655
5505,534,0,53,7,0.0,2,1,1,80619.17,0.07223751
5250,462,0,24,9,69881.09,2,0,1,64421.02,0.0648679
4511,634,0,45,2,0.0,4,1,0,101039.53,0.9651629
1730,850,1,20,7,0.0,2,1,0,31288.77,0.030059807
1758,642,0,30,5,129753.69,1,1,0,582.53,0.13674957
6650,758,1,41,10,79857.64,1,1,1,78088.17,0.22158596
6646,685,0,42,2,0.0,2,0,0,199992.48,0.048974846
9860,775,0,30,10,191091.74,2,1,1,96170.38,0.04386394
4139,564,1,40,7,108407.34,1,1,1,83681.2,0.111389115
9393,670,1,43,9,111677.88,1,1,0,178827.3,0.22821291
5123,832,1,29,8,93833.86,1,0,1,10417.87,0.058125682
0,619,0,42,2,0.0,1,1,1,101348.88,0.12196207
1864,607,1,45,7,123859.6,1,0,1,113051.57,0.33662382
543,721,1,51,0,169312.13,1,1,0,109078.35,0.7514924
349,582,1,39,5,0.0,2,1,1,129892.93,0.029642263
6906,688,0,46,3,0.0,2,0,1,104902.68,0.03528128
9765,445,1,64,2,136770.67,1,0,1,43678.06,0.4410679
2523,756,0,24,1,0.0,2,1,0,184182.25,0.04433099
3464,697,0,37,7,168066.87,1,1,0,35450.53,0.17429169
457,711,1,38,3,0.0,2,1,0,68487.51,0.029642263
3023,618,1,39,2,91068.56,1,1,0,26578.69,0.38344684
7261,726,0,53,1,113537.73,1,0,1,28367.21,0.6896446
9515,639,1,38,9,130233.14,1,1,1,81861.1,0.08127756
7872,639,0,46,10,110031.09,2,1,1,133995.59,0.20428565
6625,657,0,41,6,112119.48,1,1,0,17536.82,0.36829537
2534,717,0,35,5,103214.71,1,1,0,172172.7,0.16402517
131,795,0,33,9,130862.43,1,1,1,114935.21,0.19250707
3704,604,0,34,7,0.0,2,1,0,193021.49,0.02912727
1372,489,1,38,8,0.0,2,0,1,196990.79,0.043430116
6200,850,0,31,3,51293.47,1,0,0,35534.68,0.3987898
4856,796,1,44,8,165326.2,1,1,1,57205.55,0.13321288
4712,474,1,54,3,0.0,1,1,0,108409.17,0.86559606
5544,507,1,42,6,0.0,2,1,0,34777.23,0.059816696
1413,503,1,30,10,136622.55,2,0,0,47310.24,0.15691327
4113,667,1,33,4,0.0,2,1,1,131834.75,0.029754795
655,498,1,25,8,121702.73,1,1,1,132210.49,0.07148371
8137,410,1,33,6,125789.69,1,0,0,66333.56,0.1906134
4098,637,1,32,5,0.0,1,0,0,148769.08,0.073087476
592,666,0,34,9,115897.12,1,1,1,25095.03,0.15199131
8708,778,0,48,3,102290.56,2,1,0,182691.31,0.28511548
3123,642,1,30,8,80964.57,2,1,0,174738.2,0.035568647
3047,784,1,48,7,0.0,2,1,1,182609.97,0.03410129
3887,653,0,46,5,0.0,2,1,0,49707.85,0.13952269
5735,585,0,44,4,0.0,2,0,1,101728.46,0.0341159
2184,652,0,40,1,0.0,2,1,0,126554.96,0.05500699
2145,633,1,33,4,137847.41,2,1,0,98349.13,0.034065545
7047,785,0,31,2,121691.54,2,0,0,81778.72,0.13737342
3105,678,0,28,4,0.0,2,1,1,144423.17,0.02912727
9233,543,0,31,4,138317.94,1,0,0,61843.73,0.20912147
9096,569,1,37,9,178755.84,1,1,0,199929.17,0.1473524
2769,580,0,38,1,128218.47,1,1,0,125953.83,0.17491062
5221,584,0,29,4,0.0,2,1,0,88866.92,0.0290327
5833,656,0,49,9,97092.87,1,1,0,74771.22,0.61971194
1732,735,1,49,5,121973.28,1,1,0,148804.36,0.9019837
265,531,0,36,9,99240.51,1,1,0,123137.01,0.47578692
5144,485,0,25,3,134467.26,1,1,1,113266.09,0.08049294
8267,654,1,38,8,0.0,2,1,0,88659.44,0.030130317
3937,761,0,26,1,0.0,2,1,1,199409.19,0.04433099
761,693,0,35,5,124151.09,1,1,0,88705.14,0.21815215
7220,718,1,40,9,0.0,2,0,0,121537.91,0.081917584
8439,670,1,22,2,114991.45,1,1,1,37392.56,0.056134522
3257,707,0,58,3,102346.86,1,1,1,114672.64,0.26777917
4338,714,1,25,2,0.0,1,1,1,132979.43,0.10116617
4362,571,0,22,3,108117.1,1,0,1,53328.7,0.07948433
316,559,1,49,2,147069.78,1,1,0,120540.83,0.8892463
8069,617,1,44,9,49157.09,2,1,0,53294.17,0.5260858
1851,799,0,52,4,161209.66,1,1,1,89081.41,0.70855427
2484,850,1,39,6,96863.13,1,1,1,121681.19,0.07039641
9873,724,0,33,9,119278.44,1,1,1,197148.24,0.2154287
9574,554,1,37,3,0.0,2,1,0,166177.3,0.03891144
1078,677,0,41,8,146720.98,2,1,1,4195.84,0.1112909
8358,675,0,40,8,79035.95,1,1,0,142783.98,0.25924417
7333,699,1,43,2,136487.86,2,1,0,82815.93,0.1353775
1071,695,1,52,8,103023.26,1,1,1,22485.64,0.43833733
103,528,1,36,7,0.0,2,1,0,60536.56,0.030088011
5748,645,0,45,8,85325.93,1,0,0,22558.74,0.74087715
1418,521,0,40,9,134504.78,1,1,0,18082.06,0.42907095
1658,748,1,44,2,92911.52,1,0,1,85495.24,0.3871625
5284,745,1,51,3,99183.9,1,1,1,28922.25,0.6787414
1149,655,1,38,4,0.0,2,0,0,110527.71,0.029642263
7150,699,0,32,4,110559.46,1,1,1,127429.56,0.080468774
1568,676,1,40,8,114005.78,1,1,1,67998.45,0.10737213
1087,498,0,31,10,0.0,2,1,0,13892.57,0.046085462
6085,482,1,45,7,156353.46,1,1,0,72643.95,0.17153831
8674,529,1,67,8,103101.56,2,1,1,154002.02,0.11035705
8341,516,0,31,3,0.0,2,1,0,124202.26,0.029931832
7811,611,1,30,2,104145.65,1,0,0,159629.64,0.043786682
6084,562,0,31,9,117153.0,1,1,1,108675.01,0.21350658
8773,617,1,34,9,0.0,2,1,0,118749.58,0.029754795
8757,678,0,44,2,98009.13,2,0,1,31384.86,0.09950228
1692,602,1,23,7,113758.48,2,0,0,84077.6,0.04520878
4734,590,0,54,4,0.0,2,1,1,93820.49,0.04726414
3387,537,1,84,8,92242.34,1,1,1,186235.98,0.059425183
3646,770,0,70,9,110738.89,1,1,0,22666.77,0.86340994
1683,711,1,52,5,0.0,1,1,1,159808.95,0.6000942
8,501,1,44,4,142051.07,2,0,1,74940.5,0.07739576
6062,718,1,32,8,0.0,2,1,1,41399.33,0.030059807
6516,607,0,32,7,0.0,3,0,1,10674.62,0.34043846
4123,652,0,38,1,103895.31,1,0,1,159649.44,0.083203636
8729,646,1,48,8,169023.33,2,1,1,175657.55,0.063988335
6045,549,0,37,1,130622.34,2,1,1,128499.94,0.09955958
567,687,0,63,1,137715.66,1,1,1,37938.74,0.34914777
9161,621,1,40,10,163823.37,1,0,0,89519.47,0.20555659
1803,577,0,26,1,180530.51,1,0,0,123454.62,0.3896383
8501,678,1,29,6,0.0,2,1,0,64443.75,0.030059807
4900,735,1,41,7,179904.0,1,1,1,137180.95,0.24811943
1599,670,0,42,1,115961.58,2,0,1,29483.87,0.24021275
7931,807,1,47,1,95120.59,1,0,0,127875.1,0.7869203
9547,626,0,34,3,0.0,2,1,1,37870.29,0.050385404
2823,668,0,59,5,120170.07,1,0,1,50454.8,0.24393041
5467,573,1,33,1,160777.9,1,1,1,149536.15,0.08009481
3529,623,0,24,5,0.0,2,1,0,116160.04,0.02912727
8683,697,0,49,7,195238.29,4,0,1,131083.56,0.9667526
1155,729,1,34,3,152303.8,1,1,0,12128.69,0.12854092
6547,656,0,30,4,74323.2,1,1,1,22929.08,0.070958175
9088,736,0,36,8,103914.17,1,1,1,110035.88,0.15685725
7620,579,0,27,9,0.0,2,1,0,126838.7,0.02912727
8296,692,0,34,7,0.0,2,1,0,195074.62,0.02912727
4540,586,1,32,1,149814.54,1,1,0,31830.06,0.09688013
9134,481,1,40,3,0.0,1,1,1,32319.93,0.2501477
6482,850,1,32,4,156001.68,2,1,1,151677.31,0.036861975
5826,509,0,29,0,107712.57,2,1,1,92898.17,0.087343946
1190,797,0,29,1,0.0,2,1,1,132975.39,0.03428047
7444,742,0,29,4,0.0,2,1,1,180066.59,0.02912727
8520,634,1,52,1,0.0,2,1,1,176913.42,0.03627035
960,850,0,31,1,108822.4,1,1,1,132173.31,0.09032085
7454,732,1,46,0,0.0,2,1,1,184350.78,0.033287555
36,490,1,31,3,145260.23,1,0,1,114066.77,0.04075496
7516,644,1,40,8,93183.19,1,1,0,73882.49,0.41000733
7644,675,1,28,9,0.0,1,1,0,134110.93,0.13292895
4438,672,1,68,0,126061.51,2,1,1,184936.77,0.31543618
6161,579,1,38,8,0.0,2,0,0,91763.67,0.032382373
7744,739,0,36,0,0.0,2,0,0,133465.57,0.120478116
9587,719,0,76,10,95052.29,1,1,0,176244.87,0.45819739
8119,704,1,31,5,132084.66,3,1,1,54474.48,0.88744193
6967,466,1,26,9,105522.06,1,1,0,10842.46,0.3311526
5718,648,0,37,7,0.0,2,1,0,194238.92,0.035497684
577,755,1,30,4,123217.66,2,0,1,144183.1,0.03840673
9833,699,0,41,1,200117.76,2,1,0,94142.35,0.18958515
4102,662,1,33,3,0.0,2,0,1,68064.83,0.0338625
7646,566,1,32,10,147511.26,1,1,1,159891.03,0.11369228
4151,627,1,44,6,153548.12,1,0,0,35300.08,0.36474243
3130,795,0,56,5,0.0,1,1,0,35418.69,0.9142974
4890,552,0,34,4,0.0,2,1,0,140286.69,0.02912727
9975,610,1,50,1,113957.01,2,1,0,196526.55,0.32740974
7471,658,0,55,8,119327.93,1,0,1,119439.66,0.4248145
1833,663,1,32,8,130627.66,1,1,0,47161.25,0.0912749
9148,698,1,37,8,0.0,2,0,0,145004.39,0.030130317
4891,765,1,34,5,86055.17,2,1,1,104220.5,0.059602495
2287,556,1,26,4,0.0,1,1,0,195167.38,0.12061371
1330,640,0,46,8,0.0,2,1,0,89043.19,0.05348164
2771,714,1,28,7,77776.39,1,1,0,177737.07,0.21292193
3686,706,1,18,2,176139.5,2,1,0,129654.22,0.0356036
8283,664,1,57,1,0.0,2,1,1,56562.57,0.033718366
5928,578,0,36,8,129745.1,1,1,1,143683.75,0.14917703
637,682,1,48,1,138778.15,1,0,1,168840.23,0.22944364
47,637,0,39,9,137843.8,1,1,1,117622.8,0.2224193
2602,594,1,28,0,142574.71,2,1,0,129084.82,0.07662113
1965,612,0,33,9,0.0,1,0,0,142797.5,0.37248784
2168,705,0,56,2,143249.67,1,1,0,88428.41,0.96019375
5049,784,1,38,10,122267.85,1,0,0,145759.93,0.13797994
3334,671,1,27,5,0.0,2,0,0,120893.07,0.029754795
3019,577,1,29,7,0.0,2,1,1,55473.15,0.029658247
8764,773,1,51,8,116197.65,2,1,1,86701.4,0.21687758
9176,573,1,35,9,0.0,2,1,0,11743.89,0.029658247
1360,647,0,22,3,97975.82,2,0,1,62083.0,0.0388368
5798,732,1,54,0,134249.7,1,0,1,13404.4,0.50808275
9400,639,0,31,3,98360.03,1,0,0,20973.8,0.08282403
3251,850,1,43,0,108508.82,3,1,0,184044.8,0.9458985
6300,614,0,41,3,123475.04,1,1,1,179227.52,0.1662833
2251,677,0,25,8,130866.19,1,1,0,42410.21,0.11024976
6027,850,1,44,3,140393.65,2,0,1,186285.52,0.059207637
1175,719,1,39,5,0.0,2,1,0,145759.7,0.029642263
8799,454,1,34,4,0.0,2,1,0,198817.72,0.13391873
3279,652,1,37,7,0.0,2,1,0,68789.93,0.030130317
2973,591,0,56,9,128882.49,1,1,1,196241.94,0.25561413
3396,581,1,71,4,0.0,2,1,1,197562.08,0.05436723
6939,570,0,43,9,0.0,2,0,1,11417.26,0.06420993
965,663,0,42,5,124626.07,1,1,1,78004.5,0.19575863
8574,717,0,59,4,0.0,2,1,1,170528.63,0.08057797
742,635,1,29,7,105405.97,1,1,1,149853.89,0.063867666
7514,699,1,64,9,113109.52,1,1,0,27980.8,0.92917186
3314,608,0,63,3,139529.93,2,1,1,175696.16,0.052004717
4898,544,0,40,7,0.0,1,0,1,161076.92,0.44064814
9340,737,1,45,10,0.0,2,1,0,1364.54,0.10611125
4672,756,0,23,1,112568.31,1,1,1,113408.11,0.08721215
8618,656,0,41,6,101179.23,2,1,1,35230.61,0.16009319
1217,505,1,29,3,145541.56,2,1,1,58019.95,0.06726128
4397,659,1,39,8,52106.33,2,1,1,107964.36,0.08178365
6080,659,0,42,2,0.0,1,0,0,162734.31,0.56612486
2614,546,0,58,3,106458.31,4,1,0,128881.87,0.96554273
2620,603,1,35,6,128993.76,2,1,0,130483.56,0.04089826
8714,703,0,41,6,109941.51,1,1,0,116267.28,0.37915617
7282,581,0,44,7,189318.16,2,1,0,45026.23,0.41951665
3379,803,0,45,7,0.0,2,1,1,128378.04,0.08585291
7301,767,0,33,1,144753.21,1,1,1,132480.75,0.12970257
9857,716,1,39,1,70657.61,2,1,1,76476.05,0.058361925
5605,619,1,58,5,152199.33,1,1,1,86022.09,0.15893345
9813,590,0,29,10,99250.08,1,1,1,129629.41,0.13470444
5786,588,1,40,5,0.0,2,0,0,100727.68,0.029280411
8518,599,1,50,3,121159.65,1,0,0,4033.39,0.5344221
6850,551,1,42,1,50194.59,1,1,1,23399.58,0.23154753
1516,646,0,37,7,96558.66,1,0,0,163427.18,0.20679417
5098,550,1,29,9,145294.08,2,1,0,147484.13,0.10560456
7636,517,0,59,8,154110.99,2,1,0,101240.08,0.7380395
9085,690,0,42,5,0.0,2,0,1,120512.08,0.04425092
8023,664,1,36,1,0.0,2,1,1,95372.64,0.031419218
2392,649,1,51,4,0.0,1,1,1,150390.57,0.6503335
586,621,1,53,9,170491.84,1,1,0,35588.07,0.69472724
3519,661,0,41,5,28082.95,1,1,0,69586.27,0.58411986
7653,535,0,30,5,122924.75,1,0,0,62390.59,0.24146158
8946,623,1,28,7,0.0,1,0,0,129526.57,0.09772731
850,646,1,46,1,170826.55,2,1,0,45041.32,0.603929
335,485,1,29,7,182123.79,1,1,0,116828.51,0.07136622
6634,480,0,42,1,152160.21,2,1,0,101778.9,0.34934968
8972,650,0,32,4,79450.09,1,1,1,118324.75,0.068511665
7493,610,0,37,10,140363.95,2,1,1,129563.86,0.047468662
2868,545,1,36,8,73211.12,2,1,0,89587.34,0.11898431
4872,790,1,32,3,0.0,1,1,0,91044.47,0.28174797
3550,647,1,51,4,131156.76,1,1,0,29883.63,0.6752502
3842,711,1,28,8,0.0,2,1,1,64286.39,0.030059807
7262,641,0,40,4,101090.27,1,1,1,51703.09,0.29181713
5824,636,1,36,1,0.0,3,1,1,74048.1,0.2689152
23,669,1,46,3,0.0,2,0,1,8487.75,0.06496701
1453,672,0,53,7,0.0,1,1,1,136910.18,0.47270894
1684,613,0,24,7,140453.91,1,1,0,129001.3,0.10511745
2310,781,1,32,6,147107.91,1,1,1,40066.95,0.05483636
9063,609,1,39,3,121778.71,1,1,1,138399.67,0.07087564
9406,850,1,31,6,131996.66,2,1,1,178747.43,0.03446683
381,690,1,36,7,101583.11,2,1,0,123775.15,0.084866375
5814,618,0,40,1,133245.52,2,1,1,54495.82,0.12880373
5550,733,0,44,6,168165.84,1,0,1,197193.49,0.13360924
9308,742,1,27,0,0.0,2,0,1,131534.96,0.06882346
1618,697,1,27,8,141223.68,2,1,0,90591.15,0.034065545
789,704,1,48,8,167997.6,1,1,1,173498.45,0.20842153
5983,619,0,28,6,99152.73,2,1,0,48475.12,0.07469769
8672,706,1,38,1,0.0,2,1,0,122379.54,0.029642263
4475,640,1,40,8,110340.68,1,1,1,157886.6,0.14874256
5606,492,0,52,8,125396.24,1,1,0,10014.72,0.60879743
9312,579,1,40,10,45408.85,2,1,0,18732.91,0.20960285
5648,525,1,35,7,165358.77,1,0,1,94738.54,0.056443464
6216,479,1,47,1,0.0,1,1,0,95270.83,0.8344792
2286,618,1,44,5,157955.83,2,0,0,139297.71,0.1619492
9993,644,1,28,7,155060.41,1,1,0,29179.52,0.12803242
7578,582,0,39,1,132077.48,2,1,0,192255.15,0.11066473
1183,652,1,36,1,0.0,2,1,1,151314.98,0.030185916
6001,775,0,30,5,0.0,1,1,0,193880.6,0.12340826
5090,474,0,30,9,0.0,2,0,0,63158.22,0.05939904
2516,814,0,36,6,0.0,2,1,1,98657.01,0.034964923
4122,577,1,60,10,125389.7,2,1,1,178616.73,0.087473765
5521,815,1,37,1,166115.42,1,1,0,67208.3,0.392427
5627,654,1,29,4,132954.64,1,1,1,146715.07,0.12340537
8360,686,1,33,9,141918.09,2,0,1,184036.47,0.06389726
5872,658,1,21,7,0.0,2,0,1,154279.87,0.029754795
8612,686,1,39,3,129626.19,2,1,1,103220.56,0.065239646
7727,681,0,63,7,0.0,2,1,1,55054.48,0.042498622
5968,526,1,28,1,112070.44,1,0,1,126281.83,0.069066145
1180,621,1,34,6,0.0,2,1,1,99128.13,0.030971045
8762,350,0,60,3,0.0,1,0,0,113796.15,0.7838536
8235,564,1,37,9,100252.18,1,1,1,146033.52,0.15129642
2818,669,1,37,4,0.0,1,1,0,132540.33,0.18596266
9964,479,1,34,5,117593.48,2,0,0,113308.29,0.067202784
8703,661,0,31,3,136067.82,2,1,0,65567.91,0.05339142
6608,765,1,40,6,138033.55,1,1,1,67972.45,0.13407372
2820,622,0,31,1,89688.94,1,1,1,152305.47,0.07734249
7535,611,0,36,10,103294.56,1,1,0,160548.12,0.18335769
2260,576,1,55,9,0.0,2,1,1,94450.97,0.04896122
2239,493,0,31,3,0.0,1,1,1,176570.28,0.18921359
